Stop_ID,Stop_name,Lat,Lon,routes
1239,Hazelwood Court,53.38949217,-6.215056995,27B
1240,Maryfield Crescent,53.38680945,-6.211170109,27B
1241,Chanel Avenue,53.3858792,-6.209074283,27B
1242,Ardbeg Road,53.38449195,-6.207072923,27B
1243,Greencastle Ave,53.39489133,-6.19991412,27
1244,Cromcastle Ave,53.39290702,-6.220432476,"27B, 17A"
1245,Greencastle Ave,53.39798829,-6.206219787,27
1246,Kilbarron Park,53.39349301,-6.222964261,"27B, 17A"
1247,Coolock Drive,53.39508087,-6.199966269,27
1248,Greencastle Parade,53.39298911,-6.197152496,27
1249,Greencastle Rd,53.39518096,-6.201240217,27
1250,Civic Centre,53.3937298,-6.207541696,27
1251,St. Luke's Church,53.39344813,-6.222364665,"27B, 17A"
1252,Colaiste Dhulaigh,53.39363781,-6.214597801,17A
1253,Colaiste Dhulaigh,53.39390908,-6.21470674,17A
1254,Barrycourt Road,53.39510815,-6.211348345,27
1255,Adare Park,53.39435328,-6.208959046,27
1256,Civic Centre,53.39362174,-6.20692973,27
1258,Priorswood Ind Est,53.39819618,-6.190811726,27
1259,Marigold,53.3985812,-6.194870836,27
1260,Ferrycarrig Park,53.40017758,-6.198803654,27
1262,St. Francis Church,53.40199502,-6.204893164,27
1265,Priorswood Ind Est,53.39821232,-6.190690734,27
1266,St. Francis Church,53.40204643,-6.204725563,27
1267,Ferrycarrig Park,53.40087392,-6.200278171,27
1268,Belcamp Avenue,53.39988506,-6.197883593,27
1269,Marigold,53.39842873,-6.193704288,27
1270,Priorswood,53.39648734,-6.187184921,"15, 43, 42"
1272,Newton Cottages,53.39287272,-6.191834486,"15, 43, 42"
1273,Greencastle Rd,53.39107306,-6.195263783,"27, 15, 43, 42"
1274,Tonlegee Road,53.38892961,-6.197955548,"27, 15, 43, 42"
1275,St. Brendan's Avenue,53.3855761,-6.202066163,"27, 15, 43, 42"
1276,St. Brendan's Avenue,53.38425039,-6.202963906,"27, 15, 43, 42"
1277,Artane Roundabout,53.38263587,-6.206173782,"27, 15, 43, 42, 27B, 27A"
1278,Suffolk Street,53.34423618,-6.261270097,"9, 123, 122, 68, 68A"
1279,Trinity Street,53.34426027,-6.261689656,"16, 83, 83A, 150, 54A"
1280,McKelvey Avenue,53.40018709,-6.30312862,"40B, 140"
1281,Grange Road,53.29423719,-6.278138334,"75, 61, 17"
1282,Exchequer Street,53.34234136,-6.264471063,"9, 16, 122, 68, 68A"
1283,Exchequer Street,53.34180872,-6.26492823,"83, 83A, 65B, 65"
1284,Cuffe Street,53.33812835,-6.265873557,"9, 16, 83, 83A, 65B, 65, 122, 68, 68A"
1285,Pleasant Street,53.33437819,-6.265109747,"9, 16, 83, 83A, 65B, 65, 122, 68, 68A"
1286,Garda Club,53.3324979,-6.265606485,"9, 122, 68, 68A"
1287,St. Kevin's Church,53.33247837,-6.266117791,16
1288,Victoria Street,53.33232254,-6.269622616,"9, 16, 122, 68, 68A"
1289,Longwood Avenue,53.33212936,-6.273038833,"9, 16, 122, 68, 68A"
1290,Grove Road,53.33073083,-6.275152313,"9, 16, 54A, 49"
1291,Le Vere Terrace,53.32844639,-6.276295436,"9, 16, 54A, 49"
1292,St. Clare's Convent,53.32563272,-6.278135327,"16, 49"
1293,Harold's Cross Track,53.32281523,-6.279089434,"16, 49"
1294,Leinster Road,53.32059981,-6.278788304,"16, 49"
1295,Rathgar Avenue,53.31787831,-6.279543259,"16, 49"
1296,Mount Tallant Avenue,53.31555311,-6.281602982,"16, 49"
1297,Whitton Road,53.31240961,-6.282389614,"16, 49"
1298,Terenure Road North Opposite Elm Park Te,53.31072026,-6.283042731,"16, 49"
1299,Elm Park Terrace,53.30839549,-6.283886358,"16, 17"
1300,Westbourne Road,53.30618668,-6.283419735,"16, 17, 15B"
1301,Dodder Park Road,53.30388683,-6.283496991,"16, 17, 15B"
1302,Castleside,53.30166251,-6.283826279,"16, 17, 15B"
1303,Willbrook Road,53.29929826,-6.283801058,"16, 17, 15B"
1304,Butterfield Avenue,53.29817633,-6.284536185,"16, 17"
1305,Rathfarnham Wood,53.29621559,-6.283819645,"75, 16, 61, 17"
1306,Rathfarnham Wood,53.29491932,-6.281186281,"75, 61, 17"
1307,Stone Park Orchard,53.29424336,-6.277943064,"75, 61, 17"
1308,Hockey Club,53.29374071,-6.275503042,"75, 61, 17"
1309,Loreto Avenue,53.29282263,-6.272929825,"75, 61, 17"
1310,Whitehall Road,53.29174963,-6.267737836,"61, 17, 161"
1311,Whitebarn Road,53.29219595,-6.264434565,"61, 17, 161"
1312,Good Shepherd Church,53.2933172,-6.261193815,"61, 17, 161"
1313,Camberly Oaks,53.29419888,-6.258787736,"61, 17, 161"
1314,Camberly Oaks,53.2942265,-6.258216548,"61, 17, 161"
1315,Nutgrove,53.29216573,-6.264210776,"61, 17, 161"
1316,Oakdown Road,53.29302929,-6.261790559,"61, 17, 161"
1317,Loreto Avenue,53.29199874,-6.270037892,"75, 61, 17"
1318,Loreto Avenue,53.29253482,-6.27229639,"75, 61, 17"
1319,Hockey Club,53.29366138,-6.275611248,"75, 61, 17"
1320,Nutgrove Avenue,53.2944652,-6.280859476,16
1321,Aranleigh,53.29246197,-6.282185009,16
1322,Grange Park,53.29071288,-6.282435197,16
1323,Barton Drive,53.28908036,-6.282665688,16
1324,Barton Road West,53.28723993,-6.282814502,16
1325,Sarah Curran Ave,53.28652401,-6.282408245,"16, 16C"
1326,St. Enda's Drive,53.28880513,-6.282901724,"16, 16C"
1327,Tara Hill Road,53.29119049,-6.282521039,"16, 16C"
1328,Loretto Convent,53.29220363,-6.282345385,"16, 16C"
1329,Rathfarnham Wood,53.29499474,-6.282053363,"75, 16, 16C, 61, 17"
1330,Willbrook Road,53.29619102,-6.283985656,"75, 16, 16C, 61, 17"
1331,Willbrook Road,53.29851898,-6.28461247,"16, 16C, 17, 15B"
1332,Castleside,53.30075803,-6.284057601,"16, 16C, 17, 15B"
1333,Brookvale Rd,53.30310366,-6.284038568,"16, 16C, 17, 15B"
1334,Dodder Park Road,53.30484779,-6.283443437,"16, 16C, 17, 15B"
1335,War Memorial Hall,53.30741721,-6.283985622,"16, 16C, 17"
1336,Fergus Road,53.30885685,-6.284092954,"16, 16C, 17"
1337,Terenure Road North Opposite Elm Park Te,53.31110696,-6.283057226,"16, 16C, 49"
1338,Whitton Road,53.31243017,-6.282568885,"16, 16C, 49"
1339,Ashdale Park,53.31502365,-6.282284647,"16, 16C, 49"
1340,Mount Tallant Avenue,53.31641624,-6.280997947,"16, 16C, 49"
1341,Rathgar Avenue,53.31921839,-6.278978996,"16, 16C, 49"
1342,Tivoli Avenue,53.32126357,-6.279317,"16, 16C, 49"
1343,Shamrock Villas,53.32265744,-6.279365994,"16, 16C, 49"
1344,Le Vere Terrace,53.32723329,-6.277560417,"9, 16, 16C, 54A, 49"
1345,Le Vere Terrace,53.32878688,-6.276221654,"9, 16, 16C, 54A, 49"
1347,Grove Road,53.33118279,-6.275329267,"9, 16, 16C, 54A, 49"
1348,Longwood Avenue,53.33224932,-6.273874827,"9, 16, 16C, 122, 68A"
1349,Carlisle Street,53.33238551,-6.270866317,"9, 16, 16C, 122, 68A"
1350,St. Kevin's Church,53.33256109,-6.267480812,"9, 16, 16C, 122, 68A"
1352,Grantham Street,53.33444521,-6.265392327,"9, 16, 16C, 83, 83A, 65B, 65, 122, 68A"
1353,Pleasant Street,53.33600953,-6.265418938,"9, 16, 16C, 83, 83A, 65B, 65, 122, 68A"
1354,Peter Row,53.33904787,-6.266061506,"9, 16, 16C, 83, 83A, 65B, 65, 122, 68A"
1355,Cuffe Street,53.34009624,-6.265838755,"9, 16, 16C, 83, 83A, 65B, 65, 122, 68A"
1357,Exchequer Street,53.34257644,-6.264566646,"9, 16, 16C, 83, 83A, 65B, 65, 122, 68A"
1358,Dame Street Central Bank,53.34430428,-6.262859369,"27, 40, 150, 65B, 65, 56A, 77A, 54A, 49, 79A, 79, 69, 68A, 69X"
1359,Opposite Trinity College,53.34439919,-6.26135358,"13, 747, 9, 123, 16, 16C, 83, 83A, 122"
1360,Grove Road,53.33198339,-6.276618278,"122, 68, 68A"
1362,National Stadium,53.33120396,-6.279907874,"122, 68, 68A"
1363,Clogher Road,53.33184572,-6.285152259,"122, 68, 68A"
1364,Dolphin Avenue,53.33235464,-6.288044754,"122, 68, 68A"
1365,South Circular Road,53.33290132,-6.290440306,"122, 68, 68A"
1366,Church Avenue,53.3351503,-6.294344605,"122, 17, 68, 68A"
1367,Anthony's Road,53.33563909,-6.296472408,"122, 17, 68, 68A"
1369,The Paddocks,53.338867,-6.302230512,"123, 68, 68A"
1370,Hybreasal House,53.33918837,-6.305236237,"123, 68, 68A"
1371,South Circular Road,53.33887595,-6.307921698,"123, 68, 68A"
1372,Kickham Road,53.33810348,-6.309859438,"68, 68A"
1373,Stephen's Road,53.33777455,-6.312019857,"68, 68A"
1374,Bulfin Road,53.3392175,-6.312999062,"68, 68A"
1375,Luby Road,53.33955595,-6.312144723,68A
1376,Suir Road,53.33950749,-6.308722654,68A
1377,The Paddocks,53.33916315,-6.304726646,"123, 68A"
1378,Mountshannon Road,53.33882766,-6.301361074,"123, 68A"
1379,Rialto Bridge,53.33733949,-6.299107645,68A
1380,Anthony's Road,53.33564079,-6.295961792,"122, 17, 68A"
1381,Haroldville Avenue,53.33512353,-6.293730019,"122, 17, 68A"
1382,South Circular Road,53.33318194,-6.290579236,"122, 68A"
1383,Dolphin Avenue,53.33227108,-6.286606663,"122, 68A"
1384,Clogher Road,53.33135598,-6.282349148,"122, 68A"
1385,Greenville Terrace,53.33180018,-6.278247266,"122, 68A"
1386,Clogher Road,53.32954342,-6.284433854,150
1387,Aughavanagh Road,53.32804055,-6.286806239,150
1388,Goldstone Court,53.32676407,-6.291181143,150
1389,Sundrive Road,53.32608801,-6.295441771,150
1391,Bangor Circle,53.32281292,-6.298349478,17
1392,Bangor Circle,53.3224908,-6.301604783,17
1394,Kildare Road,53.32373386,-6.296751585,17
1395,Citizen Advice Centre,53.32473374,-6.296276399,17
1396,Pearse Park,53.32489107,-6.314945487,150
1397,Pearse Park,53.32509119,-6.313841696,150
1398,Clonard Road,53.32529218,-6.310260802,150
1399,Clonard Road,53.32513339,-6.305403051,150
1400,Bangor Circle,53.32362482,-6.29981836,17
1401,Kildare Road,53.32538762,-6.298637338,150
1402,Sundrive Road,53.32597873,-6.295971574,150
1403,Rutland Avenue,53.32714487,-6.289529488,150
1404,Aughavanagh Road,53.32819154,-6.286680081,150
1405,Parnell Road,53.32981248,-6.284393029,150
1406,South Circular Road,53.33315293,-6.291691527,"151, 27, 17, 56A, 77A"
1407,Rutland Avenue,53.33150407,-6.294550153,"151, 27, 17, 56A, 77A"
1409,Herberton Road,53.33037701,-6.297447832,"151, 27, 17, 56A, 77A"
1410,Sundrive Road,53.33141671,-6.299763725,122
1411,Brickfields Road,53.33205081,-6.303266998,122
1412,Brickfields Park,53.33268123,-6.305884629,122
1413,Brickfields Park,53.33344118,-6.308767487,122
1414,Benbulbin Road,53.33334739,-6.312299794,122
1415,Cooley Road,53.33244304,-6.316359514,122
1417,Lady Of Mercy School,53.33102281,-6.31953846,122
1418,Cooley Road,53.33002035,-6.323031111,122
1419,Crumlin Hospital,53.32770832,-6.322881585,"123, 122"
1421,Crumlin Hospital,53.32494157,-6.320438012,18
1423,Our Lady's Hospital for Sick Children,53.32499907,-6.319414914,"123, 122"
1424,Iveagh Gardens,53.32565311,-6.316716967,"151, 27, 123, 122, 56A, 77A"
1425,Crumlin Hospital,53.32705576,-6.318027934,"123, 122"
1426,Brandon Road,53.32928323,-6.322384402,"123, 122"
1427,Cooley Road,53.33026175,-6.32230096,122
1428,Lady of Mercy School,53.33134947,-6.319120225,122
1429,Sperrin Road,53.33259278,-6.316143406,122
1430,Benbulbin Road,53.33357358,-6.311134679,122
1432,Brickfields Park,53.33350751,-6.308374463,122
1433,Brickfields Park,53.33257194,-6.305783855,122
1434,Brickfields Road,53.33199223,-6.302308373,122
1435,Sundrive Road,53.33138783,-6.298999126,122
1436,Herberton Road,53.33087576,-6.296497072,"151, 27, 17, 56A, 77A"
1438,Clarence Mangan Road,53.33638298,-6.279414136,150
1439,Credit Union,53.3340582,-6.282751092,150
1440,South Circular Road,53.33198984,-6.283299646,150
1441,Bangor Road,53.3248657,-6.303011686,150
1442,Clonard Road,53.32515768,-6.307113506,150
1443,Exchange Street,53.34512917,-6.269524548,"39, 39A, 70, 83, 83A, 145, 37, 79A, 79, 69, 69X"
1444,Winetavern Street,53.34511841,-6.273745471,"39, 25X, 39A, 70, 145, 25A, 25B, 25, 67, 37, 66, 26, 66A, 79A, 79, 69, 69X"
1445,Usher Street,53.34567841,-6.27828884,"39, 25X, 39A, 747, 70, 145, 25A, 25B, 25, 67, 37, 66, 26, 66A, 79A, 79, 69, 69X"
1447,Guinness Store,53.34662943,-6.288163738,69X
1449,Bus Garage,53.34815262,-6.297881083,"25, 67, 66, 26, 66A, 69"
1450,Wellington Monument,53.34814621,-6.301846758,"25, 67, 66, 26, 66A, 69"
1451,Business Centre,53.34827807,-6.305431433,"25, 67, 66, 26, 66A, 69"
1452,Clancy Barracks,53.34558366,-6.308106652,69
1453,Slievenamon Road,53.33453596,-6.306742094,123
1454,O'Leary Road,53.33777534,-6.307634902,123
1455,Galtymore Rd,53.3353849,-6.305762453,123
1456,Galtymore Drive,53.3348731,-6.308966099,123
1457,Brandon Road,53.33530245,-6.312628031,123
1458,Sperrin Road,53.33477041,-6.316958567,123
1459,Carrow Road,53.33406289,-6.319689223,123
1460,Galtymore Pk,53.33234733,-6.321047944,123
1462,Galtymore Pk,53.33045353,-6.32379486,123
1463,Slievenamon Road,53.3306148,-6.323758508,123
1464,Sperrin Road,53.33489859,-6.316488029,123
1465,Galtymore Drive,53.33480553,-6.308638424,123
1466,Slievenamon Road,53.33452871,-6.306231846,123
1467,GAA Grounds,53.33565716,-6.30594687,123
1468,South Circular Road,53.33756639,-6.307477991,123
1469,Benbulbin Road,53.33525895,-6.313365531,123
1471,South Circular Road Islandbridge Court,53.34553211,-6.308273909,69
1472,Business Centre,53.34842925,-6.305951157,"25, 67, 26, 66, 66A, 69"
1473,Bus Garage,53.34829678,-6.298536245,"25, 67, 26, 66, 66A, 69"
1474,Sean Heuston Bridge,53.3479477,-6.292346693,"25, 67, 26, 66, 66A, 69"
1476,Ellis Street,53.34700161,-6.284664149,"25A, 25X, 145, 25B, 25, 67, 26, 66, 66A, 79A, 79, 69"
1477,Church Street,53.34594211,-6.276010222,"39, 25A, 39A, 25X, 70, 145, 25B, 25, 67, 37, 26, 66, 66A, 79A, 79, 69"
1478,Chancery Place,53.34564587,-6.272928116,"39, 25A, 39A, 25X, 70, 83, 83A, 145, 25B, 25, 67, 37, 26, 66, 66A"
1479,Capel Street,53.34591596,-6.269237344,"39, 25A, 39A, 25X, 151, 70, 83, 83A, 145, 25B, 25, 67, 37, 26, 66, 66A"
1480,Exchange Street,53.34569323,-6.270613163,"79A, 79, 69, 69X"
1481,Melrose Avenue,53.36505365,-6.23988108,123
1482,St. Mary's College,53.37170813,-6.236450606,123
1484,Fairview Strand,53.36369727,-6.239936995,123
1485,Turlough Gardens,53.36403661,-6.23978777,123
1486,Croydon Gardens,53.37097456,-6.238509789,123
1487,Charlemont,53.37181903,-6.23665643,123
1488,St. Mary's College,53.37108863,-6.234672751,123
1489,Church,53.37014946,-6.23194636,123
1490,Malahide Road,53.36886762,-6.228543016,123
1491,Malahide Road,53.36846754,-6.227627891,123
1492,Church,53.37024819,-6.23254341,123
1493,St. Mary's College,53.37121318,-6.235193608,123
1494,Croydon Gardens,53.37066381,-6.235727293,123
1495,Casino Road,53.36874674,-6.23555105,123
1496,Marino Green,53.36713891,-6.233799192,123
1499,Shelmartin Avenue,53.36577028,-6.23728194,123
1500,Connolly Station,53.35102074,-6.250103263,"151, 14, 14C"
1502,DART Station,53.34739566,-6.254202108,"151, 27, 14, 14C"
1505,Junction Parnell Place (Stop PU),53.35401954,-6.257867324,123
1506,Prospect Avenue,53.36676884,-6.272374273,"40, 140, 40D"
1507,St. Vincent's School,53.3683903,-6.274487673,"40, 140, 40D"
1508,Claremont Court,53.3699017,-6.278318894,"40, 140, 40D"
1509,Slaney Road,53.37292562,-6.28420864,"40, 140, 40D"
1510,Ballyboggan Road,53.37690671,-6.287295215,"40, 140, 40D"
1511,Old Finglas Road,53.37823452,-6.287752985,"40, 140, 40D"
1512,Ardmore Hotel,53.38212344,-6.291941328,"140, 220, 40D"
1513,Finneber Fort,53.38673856,-6.296642649,220
1514,Seamus Ennis Rd,53.38945596,-6.300007246,40D
1515,St. Aidan's Park Road,53.36610511,-6.233180772,123
1517,Oaktree Drive,53.3774301,-6.379487956,37
1518,Mellowes Avenue,53.39059933,-6.311538989,"40, 40B"
1519,Casement Park,53.39246092,-6.311615658,"40, 40B"
1520,Barry Park,53.39391999,-6.311828558,"40, 40B"
1521,Plunkett Grove,53.39722109,-6.310735465,"40, 40B"
1523,Plunkett Gardens,53.39786965,-6.309566884,"40, 40B"
1524,Barry Aveune,53.39554707,-6.310576214,"40, 40B"
1525,Casement Drive,53.39406908,-6.311567033,"40, 40B"
1526,Kildonan Park,53.39229753,-6.311501837,"40, 40B"
1528,Phoenix Manor,53.35618623,-6.29398537,37
1529,St. Canice's Church,53.38845861,-6.298137581,"220, 40B, 40D"
1530,Finneber Fort,53.38684592,-6.296608294,220
1531,Wellmount Road,53.38374345,-6.293349716,"140, 220, 40B, 40D"
1532,Ardmore Hotel,53.38168893,-6.290470518,"140, 220, 40B, 40D"
1533,Violet Hill Road,53.37896767,-6.287483065,"40, 140, 40B, 40D"
1534,Ballyboggan Road,53.37533284,-6.285975603,"40, 140, 40B, 40D"
1535,Slaney Road,53.37230574,-6.282354924,"40, 140, 40B, 40D"
1536,Claremont Court,53.36961683,-6.277263386,"40, 140, 40B, 40D"
1537,St. Vincent's School,53.368057,-6.273193743,"40, 140, 40B, 40D"
1538,Glenhill,53.38452013,-6.294867084,"140, 220, 40D"
1539,Griffith Parade,53.38313558,-6.279182992,"83, 83A"
1540,Johnstown Park,53.38433111,-6.284185965,"83, 83A"
1545,Blanchardstown Centre,53.39273724,-6.384184113,"238, 220"
1546,Entrance Roundabout,53.41934527,-6.382483243,238
1547,Mellowes Park,53.39524095,-6.301671338,40
1548,Finglas Village,53.39610095,-6.302734822,40
1549,Finglas Road,53.39742346,-6.30662211,"40, 40B"
1550,M50 Flyover,53.4075135,-6.300686078,"40B, 83, 83A"
1551,Recreational Centre,53.40969994,-6.30464527,"40B, 83, 83A"
1552,Airport Logistics Park,53.41911691,-6.307008912,"40B, 83, 83A"
1553,Newtown Cottages,53.4252127,-6.305246859,40B
1554,Newtown Cottages,53.42484355,-6.305201354,40B
1555,Airport Logistics Park,53.41825178,-6.306847695,"83, 83A, 40B"
1556,Recreational Centre,53.40952757,-6.303900018,"83, 83A, 40B"
1557,M50 Flyover,53.40771134,-6.300693233,"83, 83A, 40B"
1558,McKelvey Avenue,53.39980831,-6.303038422,"140, 40B"
1559,Plunkett Road,53.39734091,-6.306505086,"40, 40B"
1560,Finglas Village,53.39700733,-6.304533352,"40, 40B, 140"
1566,Johnstown Park,53.3844072,-6.283852172,"83, 83A"
1567,Johnstown Park,53.38401374,-6.280244997,"83, 83A"
1573,Deanstown Ave,53.38402395,-6.312445638,"40, 220"
1574,Scout's Den,53.38559357,-6.312849597,"40, 220"
1575,Colaiste Ide,53.38705822,-6.312821742,"40, 220"
1576,Cardiffsbridge Road,53.38931698,-6.313018072,"17A, 220, 40D"
1577,Abbottstown Road,53.3898856,-6.31573199,"17A, 220, 40D"
1578,Ratoath Drive,53.39040373,-6.31805705,"17A, 220, 40D"
1579,Entrance To Hospital,53.39352116,-6.32370812,"17A, 40D"
1580,Cappagh Cross,53.39771381,-6.332355545,"17A, 220, 40D"
1581,Cappagh Cross,53.39768288,-6.332071034,"17A, 220, 40D"
1582,Cappagh Hospital,53.39276946,-6.322023537,40D
1584,Abbottstown Road,53.38990364,-6.315099799,"17A, 220, 40D"
1585,Church of Annunciation,53.38872353,-6.312364975,"40, 220"
1586,Colaiste Ide,53.38647093,-6.312604424,"40, 220"
1587,Wellmount Road,53.38339308,-6.311688878,"40, 220"
1592,Finglas Road,53.3797207,-6.289226582,"40, 220"
1593,Tolka Valley Park,53.37891456,-6.294444727,"40, 220"
1594,Gortbeigh Avenue,53.37945664,-6.297158805,"40, 220"
1595,Gortmore Avenue,53.38073929,-6.297603676,40
1596,Farnham Drive,53.38304088,-6.300804033,"40, 220"
1597,Valeview Gardens,53.380455,-6.309219643,"40, 220"
1598,Bearnamore,53.38018849,-6.305637604,"40, 220"
1599,Church of Annunciation,53.38082852,-6.310843332,"40, 220"
1600,Cardiffsbridge Road,53.38358782,-6.312748514,220
1601,Deanstown Drive,53.38389389,-6.314690712,220
1602,Patrician College,53.38441779,-6.318698932,220
1603,Eastwood,53.38351865,-6.318674232,220
1604,Deanstown Ave,53.3837906,-6.316288294,220
1606,Valeview Drive,53.38037047,-6.306427066,"40, 220"
1607,Dunsink Drive,53.38216117,-6.303409624,"40, 220"
1608,Community Centre,53.38304964,-6.299525894,"40, 220"
1609,Tolka Valley Park,53.38038402,-6.297272116,"40, 220"
1610,St. Helena's Road,53.37876236,-6.296374818,"40, 220"
1613,Kings Inn,53.35393087,-6.272788426,"83, 83A"
1614,Capuchin Church,53.35125717,-6.273737751,"83, 83A"
1615,Mary's Lane,53.34782717,-6.274597332,"83, 83A"
1616,Law Library,53.34728507,-6.275024773,"83, 83A"
1617,Capuchin Church,53.34916952,-6.274813494,"83, 83A"
1618,Brunswick Street North,53.35088706,-6.274248419,"83, 83A"
1619,Kings Inn,53.35291248,-6.273220185,"83, 83A"
1620,Collins Avenue,53.3832633,-6.244135961,"41, 41C, 1, 41B, 33"
1622,Shanowen Road,53.39003761,-6.246398101,"41, 41C, 16, 41B, 33"
1623,Omni,53.39193163,-6.246230016,"41, 41C, 16, 41B, 33"
1624,Schoolhouse Lane,53.39607277,-6.245458221,"41, 41C, 16, 41B, 33"
1625,Santry Close,53.40109205,-6.243281539,"41, 41C, 16, 41B, 33, 27B"
1626,Northwood Plaza,53.40415842,-6.240327597,"41, 41C, 16, 41B, 33, 27B"
1627,Turnapin Lane,53.40824773,-6.237872432,"41, 41C, 16, 41B, 33, 27B"
1628,Sports Ground,53.41371202,-6.239060627,"41, 41C, 16, 41B, 33, 27B"
1629,Cemetery,53.4166257,-6.2391659,"41, 41C, 16, 41B, 33, 27B"
1630,ALSAA Sports Club,53.42163144,-6.23182695,"41, 41C, 16, 41B, 33"
1631,ALSAA Sports Club,53.42167955,-6.231433741,"41C, 41, 16, 41A, 41B, 33"
1632,Toberbunny Lodge,53.42049993,-6.233107693,"41C, 41, 16, 41A, 41B, 33"
1633,Cemetery,53.41778179,-6.237718923,"41C, 41, 16, 41A, 41B, 33"
1634,Cemetery,53.41352072,-6.238888006,"41C, 41, 16, 41A, 41B, 33, 27B"
1635,Sports Ground,53.41169571,-6.238858114,"41C, 41, 16, 41A, 41B, 33, 27B"
1636,Turnapin Lane,53.40824351,-6.237586811,"41C, 41, 16, 41A, 41B, 33, 27B"
1637,Santry Close,53.40403045,-6.240182475,"41C, 41, 16, 41A, 41B, 33, 27B"
1638,Morton Stadium,53.40174916,-6.242126499,"41C, 41, 16, 41A, 41B, 33, 27B"
1639,Schoolhouse Lane,53.39650917,-6.245184626,"41C, 41, 16, 41A, 41B, 33"
1640,Omni,53.3923413,-6.245972592,"41C, 41, 16, 41A, 41B, 33"
1641,Shanrath Road,53.38652684,-6.242362916,"41C, 41, 1, 41A, 41B, 33"
1642,Whitehall Church,53.38400134,-6.243594455,"41C, 41, 1, 41A, 41B, 33"
1647,Law Society,53.34835085,-6.282236714,"39, 39A, 70, 37"
1648,Stanhope Street Convent,53.35109115,-6.282787472,"39, 39A, 70, 37"
1649,Aughrim Street,53.35256992,-6.284365435,"39, 39A, 70, 37"
1650,Clontarf Road,53.36116518,-6.209299636,104
1651,Hampton Court,53.3679312,-6.194844696,104
1652,Clontarf Castle,53.36334638,-6.206112783,104
1654,Blackhorse Grove,53.35614497,-6.294242415,37
1655,McKee Barracks,53.35672297,-6.296953617,37
1656,McKee Barracks,53.35729706,-6.298763623,37
1657,McKee Barracks,53.35838291,-6.303062341,37
1658,Ardpatrick Road,53.36197963,-6.309500527,37
1659,Navan Road,53.36325975,-6.304701682,37
1660,Nephin Road,53.36516773,-6.309314192,"39, 39A, 38, 70, 38A, 38B, 122, 37"
1661,Church,53.36643506,-6.31312593,"39, 39A, 38, 70, 38A, 38B, 122, 37"
1662,Kinvara Avenue,53.36754027,-6.317560402,"39, 39A, 38, 70, 38A, 38B, 37"
1664,Ashtown Grove,53.36940831,-6.323843611,"39, 39A, 38, 70, 38A, 38B, 37"
1665,Darling,53.37064864,-6.327687262,"39, 39A, 38, 70, 38A, 38B, 37"
1666,Kempton Avenue,53.37158796,-6.330581062,"39, 39A, 38, 70, 38A, 38B, 37"
1667,Ashtown Gate,53.37086078,-6.33450187,37
1668,Old Race Course,53.37083355,-6.340288879,37
1669,Park View,53.37022281,-6.344851143,37
1670,Phoenix Pk Gate,53.36988913,-6.349312392,37
1671,Peck's Lane,53.37118845,-6.356190298,37
1672,Castleknock Park,53.37198809,-6.359435781,"38, 37"
1673,Castleknock Lodge,53.37365684,-6.363144015,"38, 37"
1674,Hawthorn Lawn,53.37751059,-6.366272907,"38, 37"
1675,M50 Flyover,53.37924469,-6.367544309,"38, 37"
1676,Castleknock Vale,53.37799194,-6.375197855,37
1678,Oaktree Lawn,53.37748315,-6.381409869,37
1679,Oaktree Green,53.37603577,-6.382712264,37
1680,Sycamore Avenue,53.37560615,-6.389492047,37
1681,Sycamore Drive,53.37540249,-6.385727219,37
1682,Sycamore Avenue,53.37598431,-6.382894576,37
1683,Maple Glen,53.37747681,-6.381605508,37
1684,Castleknock Grange,53.37762855,-6.379540543,37
1685,Castleknock Drive,53.37806688,-6.375420466,37
1686,Parklands,53.37880953,-6.372536273,37
1687,Castleknock Vale,53.37955237,-6.367697885,"38, 37"
1688,Hawthorn Lawn,53.37620864,-6.364398872,"38, 37"
1689,Castleknock Lodge,53.37268907,-6.361392672,"38, 37"
1690,Peck's Lane,53.37155729,-6.356867411,37
1691,Fionn Uisce,53.37060092,-6.351388833,37
1692,Park View,53.36995734,-6.347746832,37
1693,Castleknock Gate,53.37045327,-6.343970567,37
1694,Old Race Course,53.37100841,-6.339936425,37
1695,Ashtown Gate,53.37101014,-6.334255586,37
1696,Kempton Avenue,53.37153232,-6.329816774,"39, 39A, 38, 70, 38A, 38B, 37"
1697,Kempton,53.37079195,-6.327651591,"39, 39A, 38, 70, 38A, 38B, 37"
1698,Darling,53.3695681,-6.323702084,"39, 39A, 38, 70, 38A, 38B, 37"
1699,Baggot Road,53.36874318,-6.321284957,"39, 39A, 38, 70, 38A, 38B, 37"
1700,Kinvara Avenue,53.36770027,-6.317433878,"39, 39A, 38, 70, 38A, 38B, 122, 37"
1701,Church,53.36657794,-6.313060177,"39, 39A, 38, 70, 38A, 38B, 122, 37"
1702,Nephin Road,53.36562088,-6.310212874,"39, 39A, 38, 70, 38A, 38B, 122, 37"
1703,Nephin Road,53.36471722,-6.307333528,"39, 39A, 38, 70, 38A, 38B, 37"
1704,Navan Road,53.36304307,-6.305266238,37
1705,Ardpatrick Road,53.36218053,-6.308455817,37
1706,Cemetery,53.36006063,-6.307277715,37
1707,Skreen Road,53.35841907,-6.302444914,37
1708,McKee Park,53.35732316,-6.298702488,37
1709,McKee Barracks,53.356859,-6.297038335,37
1710,Drumalee,53.35556071,-6.291726836,37
