Route,Stop_ID,Stop_name,Lat,Lon,Stop_sequence,Direction,routes
11,851,Sandford Road,53.32542174,-6.252502265,32,1,"11, 18"
44,852,Chelmsford Avenue,53.32442006,-6.252843449,32,1,"44, 11, 61"
11,852,Chelmsford Avenue,53.32442006,-6.252843449,33,1,"44, 11, 61"
61,852,Chelmsford Avenue,53.32442006,-6.252843449,12,1,"44, 11, 61"
44,853,Marlborough Road,53.32259255,-6.248354574,33,1,"44, 11, 61"
11,853,Marlborough Road,53.32259255,-6.248354574,34,1,"44, 11, 61"
61,853,Marlborough Road,53.32259255,-6.248354574,13,1,"44, 11, 61"
44,854,Larch Grove,53.32163123,-6.246547559,34,1,"44, 11, 61"
11,854,Larch Grove,53.32163123,-6.246547559,35,1,"44, 11, 61"
61,854,Larch Grove,53.32163123,-6.246547559,14,1,"44, 11, 61"
44,855,Belmont Avenue,53.31929309,-6.242800734,35,1,"44, 11, 61"
11,855,Belmont Avenue,53.31929309,-6.242800734,36,1,"44, 11, 61"
61,855,Belmont Avenue,53.31929309,-6.242800734,15,1,"44, 11, 61"
11,856,Eglinton Road,53.31764569,-6.240797047,37,1,11
11,857,Clonskea Hospital,53.31655818,-6.2383652,38,1,11
11,858,Beech Hill,53.31408527,-6.238286943,39,1,11
11,859,Whitethorn Road,53.31183193,-6.23846979,40,1,11
11,860,Wynnsward Drive,53.30818663,-6.236909126,41,1,11
11,861,Bird Avenue,53.30511698,-6.235985225,42,1,"11, 17"
17,861,Bird Avenue,53.30511698,-6.235985225,47,1,"11, 17"
11,862,Islamic Centre,53.30360775,-6.234216828,43,1,"11, 17"
17,862,Islamic Centre,53.30360775,-6.234216828,48,1,"11, 17"
17,863,White Oak,53.30266584,-6.231914962,49,1,17
17,864,Harlech Grove,53.30207012,-6.228113426,50,1,17
17,865,Roebuck Castle,53.30104658,-6.225770145,51,1,17
17,866,Roebuck Hall,53.3000397,-6.222135956,52,1,17
140,893,Palmerston Road,53.31606331,-6.259143545,3,1,140
140,894,Rathmines Road,53.31518372,-6.264162345,4,1,140
140,896,Palmerston Villas,53.31336273,-6.261324613,1,1,140
140,897,Palmerston Lane,53.3142902,-6.258360212,2,1,140
18,903,Chelmsford Avenue,53.32557423,-6.25248102,50,1,"11, 18"
18,904,Leeson Street,53.32740824,-6.248832879,51,1,"11, 18"
102,905,Inbher Ide,53.45150739,-6.170342003,29,1,"42, 102"
46A,906,Mespil Road,53.32881931,-6.247603999,39,1,"11, 7D, 145, 46A"
46A,907,St. John's Ambulance,53.32971914,-6.250735103,40,1,"11, 7D, 145, 46A"
46A,908,Grand Parade,53.33115407,-6.252358029,41,1,"11, 7D, 145, 46A"
46A,909,Adelaide Road,53.33314722,-6.254048351,42,1,"11, 7D, 145, 46A"
102,913,St. Mary's School,53.39684541,-6.126551445,4,1,"32, 102"
102,914,Strand Road,53.39875666,-6.127490109,5,1,"32, 102"
29A,924,Baldoyle School,53.3973505,-6.136424429,40,1,29A
29A,925,Admiral Court,53.39729362,-6.133359116,41,1,29A
29A,927,Baldoyle Road,53.39890153,-6.128130417,42,1,29A
32,928,Strand Road,53.39779277,-6.126780515,21,1,"32, 102"
32,929,Dublin Street,53.39617367,-6.126129821,22,1,32
32,930,Burrowfield Road,53.39305528,-6.125018785,23,1,32
32,931,St. Domnach's Well,53.39087668,-6.124227433,24,1,32
102,935,Burrowfield Road,53.39328669,-6.120302078,2,1,102
102,936,Burrowfield Road,53.39417191,-6.122293079,3,1,102
29A,938,Old Race Course,53.40154306,-6.130360646,43,1,"29A, 32, 102"
102,938,Old Race Course,53.40154306,-6.130360646,6,1,"29A, 32, 102"
102,940,Moyne Cottages,53.40654569,-6.134713858,7,1,"32, 102"
102,941,Moyne Bridge,53.4100761,-6.136890986,8,1,"32, 102"
102,942,St. Rita's House,53.41501978,-6.13863064,9,1,"32, 102"
102,943,Portmarnock Bridge,53.41829204,-6.142128741,10,1,"32, 102"
32,944,The Quarry,53.41724184,-6.142219666,15,1,"32, 102"
32,945,St. Rita's House,53.41530932,-6.138753395,16,1,"32, 102"
15,946,Woodbrook Park,53.29317527,-6.310088689,11,1,"75, 15, 49"
32,947,Moyne Bridge,53.40917726,-6.136313536,17,1,"32, 102"
32,948,Moyne Cottages,53.4061432,-6.134265188,18,1,"32, 102"
32,949,Old Race Course,53.40317132,-6.131597749,19,1,"32, 102"
32,950,Willie Nolan Road,53.39963688,-6.128022939,20,1,"29A, 32, 102"
27B,972,Woodlawn,53.39699582,-6.234908771,36,1,"27B, 17A"
17A,983,Mellowes Crescent,53.39014146,-6.310940665,17,1,"17A, 40B, 40D"
40B,983,Mellowes Crescent,53.39014146,-6.310940665,19,1,"17A, 40B, 40D"
40D,983,Mellowes Crescent,53.39014146,-6.310940665,23,1,"17A, 40B, 40D"
17A,984,Finglaswood Road,53.38991117,-6.306739923,18,1,"17A, 40B, 40D"
40B,984,Finglaswood Road,53.38991117,-6.306739923,20,1,"17A, 40B, 40D"
40D,984,Finglaswood Road,53.38991117,-6.306739923,24,1,"17A, 40B, 40D"
17A,985,Mellowes Crescent,53.38997844,-6.303880555,19,1,"17A, 40B, 40D"
40B,985,Mellowes Crescent,53.38997844,-6.303880555,21,1,"17A, 40B, 40D"
40D,985,Mellowes Crescent,53.38997844,-6.303880555,25,1,"17A, 40B, 40D"
17A,987,Seamus Ennis Rd,53.39028195,-6.299312771,20,1,17A
17A,988,Ballygall Road West,53.38989772,-6.295689563,21,1,17A
17A,989,Forestwood Close,53.40104213,-6.26259402,32,1,17A
17A,990,Shanliss Way,53.398891,-6.250695979,34,1,17A
17A,991,Swords Road,53.39770511,-6.246443728,35,1,17A
17A,992,Oak Park,53.39814916,-6.24119215,36,1,"27B, 17A"
17A,993,Auldan Grange,53.39769339,-6.229210519,38,1,"27B, 17A"
17A,997,Barrycourt Road,53.3941403,-6.211539306,47,1,17A
17A,998,Armstrong Walk,53.39357454,-6.209773659,48,1,17A
17A,999,Woodville Park,53.39224105,-6.205965308,49,1,17A
17A,1000,Northside,53.39097387,-6.201793537,50,1,17A
17A,1001,St. Brendan's Terrace,53.39008089,-6.199199965,51,1,17A
17A,1002,Malahide Road,53.38921928,-6.195116686,52,1,17A
17A,1003,Malahide Road,53.39032489,-6.190965177,53,1,17A
17A,1004,Rathvale Drive,53.39071854,-6.186106959,54,1,17A
17A,1005,Limewood Park,53.39099655,-6.181930195,55,1,"17A, 27A"
27A,1005,Limewood Park,53.39099655,-6.181930195,34,1,"17A, 27A"
17A,1006,Millbrook Rd,53.39117013,-6.176810569,56,1,17A
17A,1007,Millbrook Drive,53.39122003,-6.172432963,57,1,17A
17A,1008,Grange Road,53.39112648,-6.16691877,58,1,17A
17A,1009,St. Donagh's,53.39108884,-6.164469525,59,1,17A
17A,1010,Railway Bridge,53.39058975,-6.158326324,60,1,17A
17A,1012,Naomh Barrog GAA Club,53.39028594,-6.152625872,61,1,17A
44,1013,Leeson Street,53.33548129,-6.257541873,27,1,"44, 61"
61,1013,Leeson Street,53.33548129,-6.257541873,7,1,"44, 61"
14,1014,Leeson Street,53.33567606,-6.257338722,35,1,"15, 14, 140, 15B, 15A"
15B,1014,Leeson Street,53.33567606,-6.257338722,11,1,"15, 14, 140, 15B, 15A"
44,1015,Earlsfort Terrace,53.33272992,-6.259936342,28,1,"44, 61, 15, 14, 140, 15B, 15A"
61,1015,Earlsfort Terrace,53.33272992,-6.259936342,8,1,"44, 61, 15, 14, 140, 15B, 15A"
14,1015,Earlsfort Terrace,53.33272992,-6.259936342,36,1,"44, 61, 15, 14, 140, 15B, 15A"
15B,1015,Earlsfort Terrace,53.33272992,-6.259936342,12,1,"44, 61, 15, 14, 140, 15B, 15A"
14,1016,Lennox Street,53.33113237,-6.264415674,37,1,"15, 14, 83, 83A, 140, 65B, 65, 15B, 15A"
15B,1016,Lennox Street,53.33113237,-6.264415674,13,1,"15, 14, 83, 83A, 140, 65B, 65, 15B, 15A"
14,1017,Grove Park,53.32936933,-6.264322097,38,1,"15, 14, 83, 83A, 140, 65B, 65, 15B, 15A"
15B,1017,Grove Park,53.32936933,-6.264322097,14,1,"15, 14, 83, 83A, 140, 65B, 65, 15B, 15A"
14,1018,Military Road,53.32756728,-6.26463547,39,1,"15, 14, 83, 83A, 140, 65B, 65, 15B, 15A"
15B,1018,Military Road,53.32756728,-6.26463547,15,1,"15, 14, 83, 83A, 140, 65B, 65, 15B, 15A"
14,1019,Military Road,53.32646479,-6.264845361,40,1,"15, 14, 83, 83A, 140, 65B, 65, 15B, 15A"
15B,1019,Military Road,53.32646479,-6.264845361,16,1,"15, 14, 83, 83A, 140, 65B, 65, 15B, 15A"
14,1020,Town Centre,53.3250755,-6.265111916,41,1,"15, 14, 83, 83A, 140, 65B, 65, 15B, 15A"
15B,1020,Town Centre,53.3250755,-6.265111916,17,1,"15, 14, 83, 83A, 140, 65B, 65, 15B, 15A"
61,1035,Beaumont Avenue,53.29510352,-6.256110584,26,1,"61, 17, 161"
14C,1036,Churchtown Road,53.29581163,-6.25905218,22,1,"14, 14C"
14C,1037,Milltown Drive,53.30080048,-6.263395445,24,1,"14, 14C"
14C,1038,Landscape Road,53.30181257,-6.265620029,25,1,"14, 14C"
102,1039,Seamount View,53.4535461,-6.205188866,36,1,102
102,1040,Swords Village,53.45404447,-6.212049402,37,1,102
14,1042,Mount Carmel Hospital,53.3043329,-6.264017353,51,1,14
14,1043,Redwood Court,53.30130808,-6.264305105,52,1,14
14,1044,Milltown Drive,53.29981793,-6.261349809,53,1,14
14,1045,Landscape Gardens,53.29852554,-6.259631934,54,1,14
14,1046,Weston Park,53.29335998,-6.257351723,56,1,14
14,1047,Mount Albion Road,53.28953635,-6.25648736,57,1,14
14,1048,Beaumont Avenue,53.28749944,-6.257335272,58,1,14
14,1049,Meadow Grove,53.28707801,-6.262332153,59,1,14
14C,1051,Meadow Grove,53.28738809,-6.260789642,18,1,"14, 14C"
14C,1052,Beaumont Avenue,53.28761972,-6.256955392,19,1,"14, 14C"
14C,1053,Mount Albion Road,53.28997213,-6.256784617,20,1,"14, 14C"
14C,1054,Weston Park,53.29391714,-6.257344043,21,1,"14, 14C"
17,1055,Beaumont Avenue,53.29521635,-6.255835951,40,1,"61, 17, 161"
161,1055,Beaumont Avenue,53.29521635,-6.255835951,29,1,"61, 17, 161"
140,1067,Maxwell Road,53.31704157,-6.26521267,5,1,140
140,1068,Rathmines Avenue,53.32055823,-6.265370235,6,1,140
15,1069,Leinster Road,53.32328505,-6.265604892,27,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
14C,1069,Leinster Road,53.32328505,-6.265604892,36,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
83,1069,Leinster Road,53.32328505,-6.265604892,19,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
83A,1069,Leinster Road,53.32328505,-6.265604892,19,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
140,1069,Leinster Road,53.32328505,-6.265604892,7,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
65B,1069,Leinster Road,53.32328505,-6.265604892,46,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
65,1069,Leinster Road,53.32328505,-6.265604892,75,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
15A,1069,Leinster Road,53.32328505,-6.265604892,23,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
15,1070,Williams Park,53.32497098,-6.265341344,28,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
14C,1070,Williams Park,53.32497098,-6.265341344,37,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
83,1070,Williams Park,53.32497098,-6.265341344,20,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
83A,1070,Williams Park,53.32497098,-6.265341344,20,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
140,1070,Williams Park,53.32497098,-6.265341344,8,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
65B,1070,Williams Park,53.32497098,-6.265341344,47,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
65,1070,Williams Park,53.32497098,-6.265341344,76,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
15A,1070,Williams Park,53.32497098,-6.265341344,24,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
15,1071,Military Road,53.32729186,-6.264856835,29,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
14C,1071,Military Road,53.32729186,-6.264856835,38,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
83,1071,Military Road,53.32729186,-6.264856835,21,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
83A,1071,Military Road,53.32729186,-6.264856835,21,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
140,1071,Military Road,53.32729186,-6.264856835,9,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
65B,1071,Military Road,53.32729186,-6.264856835,48,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
65,1071,Military Road,53.32729186,-6.264856835,77,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
15A,1071,Military Road,53.32729186,-6.264856835,25,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
15,1072,Lennox Street,53.33099061,-6.264556561,31,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
14C,1072,Lennox Street,53.33099061,-6.264556561,40,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
83,1072,Lennox Street,53.33099061,-6.264556561,23,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
83A,1072,Lennox Street,53.33099061,-6.264556561,23,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
140,1072,Lennox Street,53.33099061,-6.264556561,11,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
65B,1072,Lennox Street,53.33099061,-6.264556561,50,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
65,1072,Lennox Street,53.33099061,-6.264556561,79,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
15A,1072,Lennox Street,53.33099061,-6.264556561,27,1,"15, 14, 14C, 83, 83A, 140, 65B, 65, 15B, 15A"
15,1074,Camden Court Hotel,53.33379524,-6.263962194,32,1,"44, 61, 15, 14, 14C, 140, 15B, 15A"
14C,1074,Camden Court Hotel,53.33379524,-6.263962194,41,1,"44, 61, 15, 14, 14C, 140, 15B, 15A"
140,1074,Camden Court Hotel,53.33379524,-6.263962194,12,1,"44, 61, 15, 14, 14C, 140, 15B, 15A"
15A,1074,Camden Court Hotel,53.33379524,-6.263962194,28,1,"44, 61, 15, 14, 14C, 140, 15B, 15A"
14,1076,Castlewood Ave,53.32315689,-6.265444961,42,1,"15, 14, 83, 83A, 140, 65B, 65, 15B, 15A"
15B,1076,Castlewood Ave,53.32315689,-6.265444961,18,1,"15, 14, 83, 83A, 140, 65B, 65, 15B, 15A"
14,1077,Rathgar Road Rathmines Garda Station,53.32155524,-6.266560716,43,1,"15, 14, 83, 83A, 18, 65B, 65, 15B, 15A"
15B,1077,Rathgar Road Rathmines Garda Station,53.32155524,-6.266560716,19,1,"15, 14, 83, 83A, 18, 65B, 65, 15B, 15A"
14,1078,Rathgar Place,53.31946601,-6.268761883,44,1,"15, 14, 65B, 65, 15B, 15A"
15B,1078,Rathgar Place,53.31946601,-6.268761883,20,1,"15, 14, 65B, 65, 15B, 15A"
14,1079,Grosvenor Road,53.31664564,-6.270752237,45,1,"15, 14, 65B, 65, 15B, 15A"
15B,1079,Grosvenor Road,53.31664564,-6.270752237,21,1,"15, 14, 65B, 65, 15B, 15A"
14,1080,Auburn Villas,53.31500866,-6.271914072,46,1,"15, 14, 65B, 65, 15B, 15A"
15B,1080,Auburn Villas,53.31500866,-6.271914072,22,1,"15, 14, 65B, 65, 15B, 15A"
14,1081,Highfield Road,53.31266875,-6.273569445,47,1,"15, 14, 65B, 65, 15B, 15A"
15B,1081,Highfield Road,53.31266875,-6.273569445,23,1,"15, 14, 65B, 65, 15B, 15A"
9,1090,Fortfield Road,53.31222131,-6.3006168,51,1,"9, 17, 15A"
54A,1096,Whitehall Park,53.30604406,-6.32138997,25,1,"150, 15A, 54A"
54A,1097,Wellington Cottages,53.30306154,-6.322137161,26,1,"150, 54A"
54A,1099,Osprey Road,53.30127217,-6.323362627,27,1,"150, 54A"
150,1100,Osprey Road,53.30119427,-6.323575734,6,1,"150, 54A"
15A,1105,Limekiln Road,53.30711298,-6.334163205,1,1,15A
15A,1107,Limekiln Avenue,53.30443234,-6.332076819,2,1,15A
15A,1108,Tymon Park,53.30456875,-6.328980439,3,1,15A
15A,1109,Mountdown Park,53.30445167,-6.32575891,4,1,15A
15A,1110,Wellington Lane,53.30473068,-6.323227115,5,1,15A
150,1111,Limekiln Drive,53.30528185,-6.322155137,8,1,"150, 15A, 54A"
15A,1111,Limekiln Drive,53.30528185,-6.322155137,6,1,"150, 15A, 54A"
15A,1112,Whitehall Park,53.30765851,-6.318595491,7,1,15A
15A,1113,Glendale Park,53.30901394,-6.315285758,8,1,15A
15A,1114,Manor Grove,53.31034352,-6.310791262,9,1,15A
15A,1115,Whitehall Gardens,53.31159822,-6.307364993,10,1,15A
17,1117,Fortfield Road,53.31188145,-6.298214046,21,1,"17, 15A"
15A,1117,Fortfield Road,53.31188145,-6.298214046,12,1,"17, 15A"
17,1118,Hazelbrook Road,53.3113578,-6.294903187,22,1,"17, 15A"
15A,1118,Hazelbrook Road,53.3113578,-6.294903187,13,1,"17, 15A"
17,1119,Hazelbrook Court,53.31092649,-6.292399123,23,1,"17, 15A"
15A,1119,Hazelbrook Court,53.31092649,-6.292399123,14,1,"17, 15A"
17,1120,Garda Station,53.31019789,-6.287971061,24,1,"17, 15A"
15A,1120,Garda Station,53.31019789,-6.287971061,15,1,"17, 15A"
49,1121,Terenure Library,53.30902876,-6.285421666,17,1,"15, 65B, 65, 49"
49,1122,Rathdown Park,53.30725449,-6.288298927,18,1,"15, 65B, 65, 49"
49,1123,Lakelands Park,53.30557681,-6.291022033,19,1,"15, 65B, 65, 49"
49,1124,Rathdown Avenue,53.30413624,-6.293360341,20,1,"15, 65B, 65, 49"
49,1125,Bushy Park House,53.30107616,-6.298103611,21,1,"15, 65B, 65, 49"
49,1127,Riverside Cottages,53.29845605,-6.302828748,22,1,"15, 65B, 65, 49"
49,1130,Old Bridge Road,53.29639606,-6.308401289,23,1,"15, 65B, 65, 49"
15B,1135,Orchardstown Avenue,53.2934425,-6.297282019,35,1,15B
75,1138,Butterfield Grove,53.29481733,-6.300407714,61,1,75
75,1139,Old Bridge Road,53.29423319,-6.306731576,62,1,75
75,1140,Ballyroan Road,53.29328568,-6.309634294,63,1,"75, 15, 49"
49,1140,Ballyroan Road,53.29328568,-6.309634294,24,1,"75, 15, 49"
15,1150,Beverley Drive,53.28186751,-6.318303497,6,1,15
15,1151,Dargle Wood,53.28252935,-6.314888081,7,1,15
15,1152,Knockaire,53.28356003,-6.313407732,8,1,15
15,1153,Knockcullen Rise,53.28686886,-6.310952557,9,1,15
15,1154,Coolamber Park,53.28898286,-6.311079156,10,1,15
15,1155,Old Bridge Road,53.29677323,-6.307111172,12,1,"15, 65B, 65, 49"
65B,1155,Old Bridge Road,53.29677323,-6.307111172,31,1,"15, 65B, 65, 49"
65,1155,Old Bridge Road,53.29677323,-6.307111172,60,1,"15, 65B, 65, 49"
15,1157,Riverside Cottages,53.29869326,-6.302444263,13,1,"15, 65B, 65, 49"
65B,1157,Riverside Cottages,53.29869326,-6.302444263,32,1,"15, 65B, 65, 49"
65,1157,Riverside Cottages,53.29869326,-6.302444263,61,1,"15, 65B, 65, 49"
15,1158,Bushy Park House,53.3006037,-6.299007626,14,1,"15, 65B, 65, 49"
65B,1158,Bushy Park House,53.3006037,-6.299007626,33,1,"15, 65B, 65, 49"
65,1158,Bushy Park House,53.3006037,-6.299007626,62,1,"15, 65B, 65, 49"
15,1159,Rathdown Avenue,53.30241803,-6.296399753,15,1,"15, 65B, 65, 49"
65B,1159,Rathdown Avenue,53.30241803,-6.296399753,34,1,"15, 65B, 65, 49"
65,1159,Rathdown Avenue,53.30241803,-6.296399753,63,1,"15, 65B, 65, 49"
15,1160,Terenure College,53.30437642,-6.293185705,16,1,"15, 65B, 65, 49"
65B,1160,Terenure College,53.30437642,-6.293185705,35,1,"15, 65B, 65, 49"
65,1160,Terenure College,53.30437642,-6.293185705,64,1,"15, 65B, 65, 49"
15,1161,Lakelands Park,53.30604539,-6.290478116,17,1,"15, 65B, 65, 49"
65B,1161,Lakelands Park,53.30604539,-6.290478116,36,1,"15, 65B, 65, 49"
65,1161,Lakelands Park,53.30604539,-6.290478116,65,1,"15, 65B, 65, 49"
15,1162,Rathdown Park,53.30774059,-6.287724244,18,1,"15, 65B, 65, 49"
65B,1162,Rathdown Park,53.30774059,-6.287724244,37,1,"15, 65B, 65, 49"
65,1162,Rathdown Park,53.30774059,-6.287724244,66,1,"15, 65B, 65, 49"
15,1163,Olney Crescent,53.30893534,-6.28580058,19,1,"15, 65B, 65, 49"
65B,1163,Olney Crescent,53.30893534,-6.28580058,38,1,"15, 65B, 65, 49"
65,1163,Olney Crescent,53.30893534,-6.28580058,67,1,"15, 65B, 65, 49"
15,1164,Elm Park Terrace,53.31040244,-6.281569763,20,1,"15, 65B, 65, 15A"
65B,1164,Elm Park Terrace,53.31040244,-6.281569763,39,1,"15, 65B, 65, 15A"
65,1164,Elm Park Terrace,53.31040244,-6.281569763,68,1,"15, 65B, 65, 15A"
15A,1164,Elm Park Terrace,53.31040244,-6.281569763,16,1,"15, 65B, 65, 15A"
15,1165,Brighton Road,53.31170324,-6.276414867,21,1,"15, 65B, 65, 15A"
65B,1165,Brighton Road,53.31170324,-6.276414867,40,1,"15, 65B, 65, 15A"
65,1165,Brighton Road,53.31170324,-6.276414867,69,1,"15, 65B, 65, 15A"
15A,1165,Brighton Road,53.31170324,-6.276414867,17,1,"15, 65B, 65, 15A"
15,1166,Winton Avenue,53.31388022,-6.272815148,22,1,"15, 14, 14C, 65B, 65, 15B, 15A"
14C,1166,Winton Avenue,53.31388022,-6.272815148,31,1,"15, 14, 14C, 65B, 65, 15B, 15A"
65B,1166,Winton Avenue,53.31388022,-6.272815148,41,1,"15, 14, 14C, 65B, 65, 15B, 15A"
65,1166,Winton Avenue,53.31388022,-6.272815148,70,1,"15, 14, 14C, 65B, 65, 15B, 15A"
15A,1166,Winton Avenue,53.31388022,-6.272815148,18,1,"15, 14, 14C, 65B, 65, 15B, 15A"
15,1167,Garville Avenue,53.31594491,-6.271395948,23,1,"15, 14, 14C, 65B, 65, 15B, 15A"
14C,1167,Garville Avenue,53.31594491,-6.271395948,32,1,"15, 14, 14C, 65B, 65, 15B, 15A"
65B,1167,Garville Avenue,53.31594491,-6.271395948,42,1,"15, 14, 14C, 65B, 65, 15B, 15A"
65,1167,Garville Avenue,53.31594491,-6.271395948,71,1,"15, 14, 14C, 65B, 65, 15B, 15A"
15A,1167,Garville Avenue,53.31594491,-6.271395948,19,1,"15, 14, 14C, 65B, 65, 15B, 15A"
15,1168,Grosvenor Road,53.31791997,-6.269995245,24,1,"15, 14, 14C, 65B, 65, 15B, 15A"
14C,1168,Grosvenor Road,53.31791997,-6.269995245,33,1,"15, 14, 14C, 65B, 65, 15B, 15A"
65B,1168,Grosvenor Road,53.31791997,-6.269995245,43,1,"15, 14, 14C, 65B, 65, 15B, 15A"
65,1168,Grosvenor Road,53.31791997,-6.269995245,72,1,"15, 14, 14C, 65B, 65, 15B, 15A"
15A,1168,Grosvenor Road,53.31791997,-6.269995245,20,1,"15, 14, 14C, 65B, 65, 15B, 15A"
15,1169,Rathmines Park,53.32005626,-6.26855786,25,1,"15, 14, 14C, 65B, 65, 15B, 15A"
14C,1169,Rathmines Park,53.32005626,-6.26855786,34,1,"15, 14, 14C, 65B, 65, 15B, 15A"
65B,1169,Rathmines Park,53.32005626,-6.26855786,44,1,"15, 14, 14C, 65B, 65, 15B, 15A"
65,1169,Rathmines Park,53.32005626,-6.26855786,73,1,"15, 14, 14C, 65B, 65, 15B, 15A"
15A,1169,Rathmines Park,53.32005626,-6.26855786,21,1,"15, 14, 14C, 65B, 65, 15B, 15A"
15,1170,Rathgar Road Rathmines Garda Station,53.32168955,-6.266525249,26,1,"15, 14, 14C, 83, 83A, 65B, 65, 15B, 15A"
14C,1170,Rathgar Road Rathmines Garda Station,53.32168955,-6.266525249,35,1,"15, 14, 14C, 83, 83A, 65B, 65, 15B, 15A"
83,1170,Rathgar Road Rathmines Garda Station,53.32168955,-6.266525249,18,1,"15, 14, 14C, 83, 83A, 65B, 65, 15B, 15A"
83A,1170,Rathgar Road Rathmines Garda Station,53.32168955,-6.266525249,18,1,"15, 14, 14C, 83, 83A, 65B, 65, 15B, 15A"
65B,1170,Rathgar Road Rathmines Garda Station,53.32168955,-6.266525249,45,1,"15, 14, 14C, 83, 83A, 65B, 65, 15B, 15A"
65,1170,Rathgar Road Rathmines Garda Station,53.32168955,-6.266525249,74,1,"15, 14, 14C, 83, 83A, 65B, 65, 15B, 15A"
15A,1170,Rathgar Road Rathmines Garda Station,53.32168955,-6.266525249,22,1,"15, 14, 14C, 83, 83A, 65B, 65, 15B, 15A"
41C,1171,Talbot Street,53.35031747,-6.254247937,2,1,"41, 41C, 41B, 33"
33,1171,Talbot Street,53.35031747,-6.254247937,2,1,"41, 41C, 41B, 33"
747,1172,Railway Street,53.35174313,-6.255241204,16,1,"41, 747, 41C, 41B, 33"
41C,1172,Railway Street,53.35174313,-6.255241204,3,1,"41, 747, 41C, 41B, 33"
33,1172,Railway Street,53.35174313,-6.255241204,3,1,"41, 747, 41C, 41B, 33"
41C,1173,Parnell Street,53.35376823,-6.256660743,4,1,"41, 41C, 41B, 33"
33,1173,Parnell Street,53.35376823,-6.256660743,4,1,"41, 41C, 41B, 33"
41C,1174,Mountjoy Sq Nth,53.35629657,-6.258690876,5,1,"41, 41C, 41B, 33"
33,1174,Mountjoy Sq Nth,53.35629657,-6.258690876,5,1,"41, 41C, 41B, 33"
41C,1175,Dorset Street,53.35858846,-6.261151554,6,1,"41, 41C, 41B, 33"
33,1175,Dorset Street,53.35858846,-6.261151554,6,1,"41, 41C, 41B, 33"
40B,1181,Charlestown S.C.,53.40569725,-6.300638148,10,1,"83, 83A, 40B"
83,1182,Charlestown S.C.,53.40561127,-6.300912309,65,1,"40B, 83, 83A"
83A,1182,Charlestown S.C.,53.40561127,-6.300912309,65,1,"40B, 83, 83A"
53,1184,Gardiner Street,53.35085072,-6.253835583,18,1,53
14,1190,St. Vincent's Court,53.3801559,-6.235770785,10,1,"14, 14C"
14,1191,Grace Park Heights,53.37921697,-6.233058818,11,1,"14, 14C"
14,1192,Celtic Park Road,53.37863297,-6.230647909,12,1,"14, 14C"
14,1193,Grace Park Meadows,53.37799198,-6.227427747,13,1,"14, 14C"
14,1194,Belton Park Road,53.37752599,-6.22510226,14,1,"14, 14C"
14,1195,Oak Road,53.37638971,-6.221226518,15,1,"14, 14C"
15,1196,Elm Mount Road,53.37802442,-6.214529604,51,1,"104, 27, 15, 43, 42, 27B, 27A"
43,1196,Elm Mount Road,53.37802442,-6.214529604,15,1,"104, 27, 15, 43, 42, 27B, 27A"
42,1196,Elm Mount Road,53.37802442,-6.214529604,15,1,"104, 27, 15, 43, 42, 27B, 27A"
