LineID,Stop_ID,Stop_name,Lat,Lon,Stop_Sequence,Destination,Direction,Routes_serviced_by_stop,,,
14C,235,Collinswood,53.38329639,-6.237234433,8,D'Olier Street,0,16 - 14 - 14C ,,,
14C,236,Yellow Road,53.38202452,-6.238143837,9,D'Olier Street,0,16 - 14 - 14C ,,,
14C,1190,St. Vincent's Court,53.3801559,-6.235770785,10,D'Olier Street,0,14 - 14C ,,,
14C,1191,Grace Park Heights,53.37921697,-6.233058818,11,D'Olier Street,0,14 - 14C ,,,
14C,1192,Celtic Park Road,53.37863297,-6.230647909,12,D'Olier Street,0,14 - 14C ,,,
14C,1193,Grace Park Meadows,53.37799198,-6.227427747,13,D'Olier Street,0,14 - 14C ,,,
14C,1194,Belton Park Road,53.37752599,-6.22510226,14,D'Olier Street,0,14 - 14C ,,,
14C,1195,Oak Road,53.37638971,-6.221226518,15,D'Olier Street,0,14 - 14C ,,,
14C,664,Donnycarney Church,53.37465704,-6.219555247,16,D'Olier Street,0,27 - 15 - 14 - 14C - 43 - 42 - 27B - 27A ,,,
14C,665,Golf Club,53.37248339,-6.222065633,17,D'Olier Street,0,27 - 15 - 14 - 14C - 43 - 42 - 27B - 27A ,,,
14C,666,Mount Temple School,53.37017069,-6.224296002,18,D'Olier Street,0,27 - 15 - 14 - 14C - 43 - 42 - 27B - 27A ,,,
14C,667,Griffith Avenue,53.36797244,-6.226972201,19,D'Olier Street,0,27 - 15 - 14 - 14C - 43 - 42 - 27B - 27A ,,,
14C,668,E.S.B. Sub Station,53.36457409,-6.229337248,20,D'Olier Street,0,27 - 15 - 14 - 14C - 43 - 42 - 27B - 27A ,,,
14C,614,Marino College,53.36360274,-6.233539768,21,D'Olier Street,0,27 - 15 - 14 - 14C - 29A - 31 - 31A - 32 - 43 - 42 - 27B - 27A - 130 ,,,
14C,615,Fairview Park,53.36189721,-6.237336653,22,D'Olier Street,0,27 - 15 - 14 - 14C - 29A - 31 - 31A - 32 - 43 - 42 - 27B - 27A - 130 ,,,
14C,616,Waterloo Avenue,53.35982763,-6.2396157,23,D'Olier Street,0,53 - 27 - 15 - 14 - 14C - 29A - 31 - 31A - 32 - 43 - 42 - 27B - 27A - 130 ,,,
14C,617,Strandville Avenue,53.35789585,-6.242099186,24,D'Olier Street,0,53 - 27 - 15 - 14 - 14C - 29A - 31 - 31A - 32 - 43 - 42 - 27B - 27A - 130 ,,,
14C,618,Newcomen Bridge,53.35608365,-6.244772835,25,D'Olier Street,0,53 - 27 - 15 - 14 - 14C - 29A - 31 - 31A - 32 - 43 - 42 - 27B - 27A - 130 ,,,
14C,619,Sheriff Street,53.35399927,-6.247277149,26,D'Olier Street,0,53 - 27 - 15 - 14 - 14C - 29A - 31 - 31A - 32 - 43 - 42 - 27B - 27A - 130 ,,,
14C,675,Connolly Station,53.35285814,-6.248525759,27,D'Olier Street,0,53 - 27 - 15 - 14 - 14C - 29A - 31 - 31A - 32 - 43 - 42 - 27B - 27A - 130 ,,,
14C,1500,Connolly Station,53.35102074,-6.250103263,28,D'Olier Street,0,151 - 14 - 14C ,,,
14C,4415,Connolly Station,53.35055804,-6.250422647,29,D'Olier Street,0,27 - 15 - 14 - 14C ,,,
14C,1502,DART Station,53.34739566,-6.254202108,30,D'Olier Street,0,151 - 27 - 14 - 14C ,,,
14C,336,D'Olier Street Junction Burgh Quay (Stop,53.34625142,-6.257703456,31,D'Olier Street,0,25X - 44 - 16 - 61 - 14 - 14C - 83 - 83A ,,,
38A,7333,Mespil Road,53.33299953,-6.24704223,1,Damastown,1,39 - 38 - 70 - 38A - 38B - 37 ,,,
38A,783,Pembroke Row,53.33530832,-6.246962557,2,Damastown,1,39 - 25X - 39A - 38 - 70 - 38A - 38B - 37 ,,,
38A,784,Fitzwilliam Street,53.33645629,-6.248627356,3,Damastown,1,39 - 25X - 39A - 38 - 70 - 38A - 38B - 37 ,,,
38A,785,Pembroke Street,53.33710546,-6.251829358,4,Damastown,1,39 - 25X - 39A - 38 - 70 - 38A - 38B - 25A - 25B - 25 - 37 ,,,
38A,786,St. Stephen's Green,53.33514628,-6.256144022,5,Damastown,1,39 - 39A - 11 - 38 - 70 - 38A - 7D - 38B - 145 - 46A - 25A - 25B - 25 - 37 ,,,
38A,793,Duke Street,53.34235487,-6.257997506,6,Damastown,1,39 - 25X - 39A - 11 - 38 - 70 - 14 - 38A - 14C - 38B - 37 ,,,
38A,794,St. Andrew's Street,53.34354738,-6.260261816,7,Damastown,1,39 - 39A - 11 - 15 - 38 - 70 - 14 - 38A - 14C - 7D - 38B - 145 - 46A - 140 - 37 - 15B - 15A ,,,
38A,4496,Abbey Street,53.34877448,-6.259988872,8,Damastown,1,123 - 38 - 38A - 38B ,,,
38A,2,Rotunda Hospital,53.35224392,-6.263693193,9,Damastown,1,38 - 38A - 38B - 46A ,,,
38A,192,Blessington Street,53.35644191,-6.268059634,10,Damastown,1,38 - 38A - 38B - 46A - 120 ,,,
38A,795,O'Connell Avenue,53.35873106,-6.269724642,11,Damastown,1,38 - 38A - 38B - 46A - 120 ,,,
38A,796,North Circular Road,53.35998119,-6.269779162,12,Damastown,1,38 - 38A - 38B - 46A - 120 ,,,
38A,57,St. Peter's Road,53.36076298,-6.276598899,13,Damastown,1,38 - 38A - 38B ,,,
38A,58,Charleville Road,53.36093705,-6.281189548,14,Damastown,1,38 - 38A - 38B - 122 - 120 ,,,
38A,59,Annamoe Terrace,53.36107981,-6.284864955,15,Damastown,1,38 - 38A - 38B - 122 ,,,
38A,60,Dowth Avenue,53.36123258,-6.289246167,16,Damastown,1,38 - 38A - 38B - 122 ,,,
38A,1802,Carnlough Road,53.36142481,-6.294512318,17,Damastown,1,38 - 38A - 38B ,,,
38A,1795,Old Cabra Road,53.3614942,-6.296853484,18,Damastown,1,38 - 38A - 38B ,,,
38A,1806,Hampton Green,53.362933,-6.302581002,19,Damastown,1,39 - 39A - 38 - 70 - 38A - 38B ,,,
38A,1660,Nephin Road,53.36516773,-6.309314192,20,Damastown,1,39 - 39A - 38 - 70 - 38A - 38B - 122 - 37 ,,,
38A,1661,Church,53.36643506,-6.31312593,21,Damastown,1,39 - 39A - 38 - 70 - 38A - 38B - 122 - 37 ,,,
38A,1662,Kinvara Avenue,53.36754027,-6.317560402,22,Damastown,1,39 - 39A - 38 - 70 - 38A - 38B - 37 ,,,
38A,1664,Ashtown Grove,53.36940831,-6.323843611,23,Damastown,1,39 - 39A - 38 - 70 - 38A - 38B - 37 ,,,
38A,1665,Darling,53.37064864,-6.327687262,24,Damastown,1,39 - 39A - 38 - 70 - 38A - 38B - 37 ,,,
38A,1666,Kempton Avenue,53.37158796,-6.330581062,25,Damastown,1,39 - 39A - 38 - 70 - 38A - 38B - 37 ,,,
38A,1807,Old Race Course,53.37441426,-6.339247862,26,Damastown,1,39 - 39A - 38 - 70 - 38A - 38B ,,,
38A,7167,Parkway Station,53.37586609,-6.34476757,27,Damastown,1,39 - 39A - 38 - 70 - 38A - 38B ,,,
38A,1808,Peck's Lane,53.37924134,-6.354211636,28,Damastown,1,39 - 39A - 38 - 70 - 38A - 38B ,,,
38A,1813,Church Avenue,53.38567954,-6.374093287,29,Damastown,1,39 - 38 - 38A - 220 ,,,
38A,1814,Morgan's Place,53.3875616,-6.378982859,30,Damastown,1,39 - 38 - 38A - 220 ,,,
38A,1816,Garnish Square,53.39308978,-6.378366792,31,Damastown,1,38 - 38A - 38B - 17A - 238 - 220 ,,,
38A,1817,Corduff Crescent,53.39605277,-6.374840679,32,Damastown,1,38A - 238 - 220 ,,,
38A,1818,Corduff Gardens,53.39756328,-6.372241733,33,Damastown,1,38A - 238 - 220 ,,,
38A,1819,St. Patrick's Church,53.3996238,-6.374388778,34,Damastown,1,38A - 238 - 220 ,,,
38A,1822,Corduff Grove,53.39965245,-6.377816465,35,Damastown,1,38 - 38A - 38B ,,,
38A,4994,Warrenstown Way,53.4009376,-6.386430008,36,Damastown,1,38 - 38A - 38B ,,,
38A,4995,Damastown Green,53.40250826,-6.388927283,37,Damastown,1,38 - 38A - 38B ,,,
38A,4996,The Heath,53.40383861,-6.390937488,38,Damastown,1,38 - 38A - 38B ,,,
38A,1826,Parslickstown Ave,53.40596061,-6.395008632,39,Damastown,1,38 - 38A - 38B - 238 - 220 ,,,
38A,1827,Damastown Avenue,53.40703397,-6.398638243,40,Damastown,1,38 - 38A - 38B - 238 - 220 ,,,
38A,7382,Damastown Close,53.40882298,-6.408754259,41,Damastown,1,38 - 38A - 38B ,,,
38A,7381,Damastown Green,53.4103481,-6.415977753,42,Damastown,1,38 - 38A - 38B ,,,
38A,4742,Damastown Green,53.41096943,-6.420136454,43,Damastown,1,38 - 38A - 38B ,,,
38A,4743,Damastown Drive,53.41163842,-6.423150271,44,Damastown,1,38 - 38A - 38B ,,,
38A,4745,I.B.M.,53.42046909,-6.419423162,45,Damastown,1,38 - 38A - 38B ,,,
14C,6041,Castle View,53.29263775,-6.24610026,1,Eden Quay,1,14 - 14C ,,,
14C,2826,Castle View,53.28951759,-6.243573073,2,Eden Quay,1,44 - 14 - 14C ,,,
14C,2842,Castle View,53.28786877,-6.246355622,3,Eden Quay,1,75 - 14 - 14C ,,,
14C,2843,Lynwood,53.28426241,-6.245603423,4,Eden Quay,1,75 - 14 - 14C ,,,
14C,2844,Ashlawn,53.28264324,-6.244904877,5,Eden Quay,1,75 - 14 - 14C ,,,
14C,2845,Mayfield Terrace,53.27950228,-6.244628688,6,Eden Quay,1,75 - 14 - 14C - 116 ,,,
14C,2846,Ballinteer Park,53.27724132,-6.247960436,7,Eden Quay,1,75 - 14 - 14C - 116 ,,,
14C,2847,Ballinteer Court,53.27625377,-6.249875257,8,Eden Quay,1,75 - 14 - 14C - 116 ,,,
14C,4397,Ballintyre Woods,53.27554027,-6.251478901,9,Eden Quay,1,75 - 14 - 14C - 116 ,,,
14C,2848,Ballinteer Drive,53.27539184,-6.255458662,10,Eden Quay,1,75 - 14 - 14C - 116 ,,,
14C,2849,Broadford Park,53.27742722,-6.255120833,11,Eden Quay,1,75 - 14 - 14C - 116 ,,,
14C,2850,Broadford Drive,53.2796988,-6.255568166,12,Eden Quay,1,75 - 14 - 14C - 116 ,,,
14C,2851,Broadford Walk,53.28069021,-6.258212238,13,Eden Quay,1,75 - 14 - 14C - 116 ,,,
14C,2852,Stone Masons Way,53.28067613,-6.260942253,14,Eden Quay,1,75 - 14 - 14C - 116 ,,,
14C,4707,Llewellyn Park,53.28240757,-6.262566663,15,Eden Quay,1,75 - 14 - 14C - 161 ,,,
14C,4708,Llewellyn Close,53.28391325,-6.265355205,16,Eden Quay,1,75 - 14 - 14C - 161 ,,,
14C,4336,Ashfield House,53.28616699,-6.266433813,17,Eden Quay,1,75 - 14 - 14C - 161 ,,,
14C,1051,Meadow Grove,53.28738809,-6.260789642,18,Eden Quay,1,14 - 14C ,,,
14C,1052,Beaumont Avenue,53.28761972,-6.256955392,19,Eden Quay,1,14 - 14C ,,,
14C,1053,Mount Albion Road,53.28997213,-6.256784617,20,Eden Quay,1,14 - 14C ,,,
14C,1054,Weston Park,53.29391714,-6.257344043,21,Eden Quay,1,14 - 14C ,,,
14C,1036,Churchtown Road,53.29581163,-6.25905218,22,Eden Quay,1,14 - 14C ,,,
14C,4709,Landscape Park,53.29701203,-6.260008532,23,Eden Quay,1,14 - 14C ,,,
14C,1037,Milltown Drive,53.30080048,-6.263395445,24,Eden Quay,1,14 - 14C ,,,
14C,1038,Landscape Road,53.30181257,-6.265620029,25,Eden Quay,1,14 - 14C ,,,
14C,2998,Mount Carmel Hospital,53.30448277,-6.263816204,26,Eden Quay,1,14 - 14C ,,,
14C,2999,Orwell Gardens,53.30603438,-6.267294617,27,Eden Quay,1,14 - 14C ,,,
14C,3000,Rostrevor Terrace,53.30786197,-6.270597054,28,Eden Quay,1,14 - 14C ,,,
14C,3001,Zion Road,53.31018223,-6.273789849,29,Eden Quay,1,14 - 14C - 15B ,,,
14C,3002,Terenure Road East,53.31121236,-6.274168495,30,Eden Quay,1,14 - 14C - 15B ,,,
14C,1166,Winton Avenue,53.31388022,-6.272815148,31,Eden Quay,1,15 - 14 - 14C - 65B - 65 - 15B - 15A ,,,
14C,1167,Garville Avenue,53.31594491,-6.271395948,32,Eden Quay,1,15 - 14 - 14C - 65B - 65 - 15B - 15A ,,,
14C,1168,Grosvenor Road,53.31791997,-6.269995245,33,Eden Quay,1,15 - 14 - 14C - 65B - 65 - 15B - 15A ,,,
14C,1169,Rathmines Park,53.32005626,-6.26855786,34,Eden Quay,1,15 - 14 - 14C - 65B - 65 - 15B - 15A ,,,
14C,1170,Rathgar Road Rathmines Garda Station,53.32168955,-6.266525249,35,Eden Quay,1,15 - 14 - 14C - 83 - 83A - 65B - 65 - 15B - 15A ,,,
14C,1069,Leinster Road,53.32328505,-6.265604892,36,Eden Quay,1,15 - 14 - 14C - 83 - 83A - 140 - 65B - 65 - 15B - 15A ,,,
14C,1070,Williams Park,53.32497098,-6.265341344,37,Eden Quay,1,15 - 14 - 14C - 83 - 83A - 140 - 65B - 65 - 15B - 15A ,,,
14C,1071,Military Road,53.32729186,-6.264856835,38,Eden Quay,1,15 - 14 - 14C - 83 - 83A - 140 - 65B - 65 - 15B - 15A ,,,
14C,4528,Grove Park,53.32886058,-6.264567959,39,Eden Quay,1,15 - 14 - 14C - 83 - 83A - 140 - 65B - 65 - 15B - 15A ,,,
14C,1072,Lennox Street,53.33099061,-6.264556561,40,Eden Quay,1,15 - 14 - 14C - 83 - 83A - 140 - 65B - 65 - 15B - 15A ,,,
14C,1074,Camden Court Hotel,53.33379524,-6.263962194,41,Eden Quay,1,44 - 61 - 15 - 14 - 14C - 140 - 15B - 15A ,,,
14C,6074,Leeson Street,53.33589471,-6.257540035,42,Eden Quay,1,44 - 61 - 15 - 14 - 14C - 140 - 15B - 15A ,,,
14C,790,Dawson Street,53.33910288,-6.257499335,43,Eden Quay,1,11 - 15 - 14 - 14C - 145 - 46A ,,,
14C,793,Duke Street,53.34235487,-6.257997506,44,Eden Quay,1,39 - 25X - 39A - 11 - 38 - 70 - 14 - 38A - 14C - 38B - 37 ,,,
14C,794,St. Andrew's Street,53.34354738,-6.260261816,45,Eden Quay,1,39 - 39A - 11 - 15 - 38 - 70 - 14 - 38A - 14C - 7D - 38B - 145 - 46A - 140 - 37 - 15B - 15A ,,,
14C,297,Quay Wall (Stop EA),53.34811632,-6.256771226,46,Eden Quay,1,151 - 14 - 14C ,,,
40,4795,Liffey Valley Shop Cen,53.35240864,-6.395519265,1,Finglas,0,76 - 40 - 239 ,,,
40,4688,Shancastle Park,53.35040036,-6.404607357,2,Finglas,0,40 - 239 ,,,
40,4689,Coldcut Road,53.34770939,-6.405684154,3,Finglas,0,40 - 239 ,,,
40,4410,St. Mark's,53.34526693,-6.406526256,4,Finglas,0,40 - 239 ,,,
40,2678,Rowlagh,53.34348704,-6.407178359,5,Finglas,0,40 - 239 ,,,
40,2679,Balgaddy Road,53.34147238,-6.407749045,6,Finglas,0,40,,,
40,2680,Balgaddy Road,53.33877016,-6.407984873,7,Finglas,0,40,,,
40,2676,Wood Avens,53.33662292,-6.404686198,8,Finglas,0,40,,,
40,2118,Newlands Road,53.33562359,-6.400534059,9,Finglas,0,76 - 40 ,,,
40,2119,St. Peter School,53.33704753,-6.400150411,10,Finglas,0,76 - 40 ,,,
40,2120,Collinstown Park School,53.34116287,-6.399395634,11,Finglas,0,76 - 40 ,,,
40,2121,Rowlagh Community Cen.,53.34344397,-6.398589294,12,Finglas,0,76 - 40 ,,,
40,2123,St. Mark's Avenue,53.34717583,-6.3980589,13,Finglas,0,76 - 40 ,,,
40,2685,Greenfort,53.34792713,-6.395777694,14,Finglas,0,76 - 40 ,,,
40,2686,Sports Club,53.34757991,-6.388686209,15,Finglas,0,76 - 40 ,,,
40,7510,Cloverhill Road,53.34719988,-6.384509959,16,Finglas,0,76 - 40 ,,,
40,4799,Kennelsfort Road,53.34519353,-6.37905871,17,Finglas,0,76 - 40 - 18 ,,,
40,2205,Cherry Orchard Hospital,53.34465414,-6.377066609,18,Finglas,0,76 - 40 - 18 ,,,
40,2687,Cherry Orchard I.E.,53.34387943,-6.372320034,19,Finglas,0,76 - 40 - 18 ,,,
40,2688,Cleggan Park,53.3434633,-6.368175697,20,Finglas,0,76 - 40 - 18 ,,,
40,2689,Community Centre,53.34310579,-6.363728821,21,Finglas,0,76 - 40 - 18 ,,,
40,2696,Drumfinn Road,53.34268741,-6.358788745,22,Finglas,0,76 - 40 - 18 - 79A - 79 ,,,
40,2697,Ballyfermot Parade,53.3422689,-6.353202977,23,Finglas,0,76 - 40 - 18 - 79A - 79 ,,,
40,2713,Kylemore Road,53.34248045,-6.347052288,24,Finglas,0,40,,,
40,2714,Markievicz Park,53.3419049,-6.341848204,25,Finglas,0,40,,,
40,2715,O'Hogan Road,53.34255171,-6.338594133,26,Finglas,0,40,,,
40,2716,Longmeadows Park,53.34284042,-6.332230046,27,Finglas,0,40,,,
40,2718,St. Mary's Avenue,53.34228205,-6.327656207,28,Finglas,0,40 - 79A - 79 ,,,
40,2719,Woodfield Place,53.34164556,-6.32009693,29,Finglas,0,40 - 79 ,,,
40,1989,South Circular Road,53.33970627,-6.318971761,30,Finglas,0,13 - 40 ,,,
40,1990,Myra Cottages,53.34047257,-6.314676564,31,Finglas,0,13 - 40 ,,,
40,1992,South Circular Road,53.34065429,-6.309097768,32,Finglas,0,13 - 40 ,,,
40,1993,Kearns Place,53.34085345,-6.304764717,33,Finglas,0,13 - 40 ,,,
40,1994,St. James's Hospital,53.34142375,-6.299365591,34,Finglas,0,13 - 40 ,,,
40,1995,Accident&Emergency,53.34266599,-6.293203576,35,Finglas,0,13 - 123 - 40 ,,,
40,1996,Echlin Street,53.34355986,-6.288466943,36,Finglas,0,13 - 123 - 40 ,,,
40,1997,Watling St,53.34357087,-6.285477731,37,Finglas,0,13 - 123 - 40 ,,,
40,1998,Bridgefoot Street,53.34313961,-6.280493772,38,Finglas,0,13 - 123 - 40 ,,,
40,2001,St. Audeon's Church,53.34331047,-6.273653305,39,Finglas,0,13 - 123 - 40 ,,,
40,2002,Carnegie Centre,53.34377935,-6.269414006,40,Finglas,0,13 - 747 - 27 - 123 - 40 - 77A - 49 ,,,
40,1358,Dame Street Central Bank,53.34430428,-6.262859369,41,Finglas,0,27 - 40 - 150 - 65B - 65 - 56A - 77A - 54A - 49 - 79A - 79 - 69 - 68A - 69X ,,,
40,319,O'Connell Bridge,53.34596879,-6.259277046,42,Finglas,0,13 - 9 - 44 - 1 - 40 - 83 - 83A - 140 ,,,
40,279,Henry Street,53.35013131,-6.260579522,43,Finglas,0, 40 - 7 - 7D,,,
40,7,Rotunda Hospital,53.35283171,-6.264555613,44,Finglas,0,13 - 40 - 140 - 40D ,,,
40,11,St. Joseph's Parade,53.35709832,-6.264367218,45,Finglas,0,13 - 40 - 40D ,,,
40,14,Eccles Place,53.35853956,-6.262731094,46,Finglas,0,13 - 44 - 11 - 16 - 1 - 40 - 122 - 40D ,,,
40,15,North Circular Road,53.36024874,-6.260978774,47,Finglas,0,41 - 13 - 41C - 44 - 11 - 16 - 1 - 40 - 41B - 33 - 40D ,,,
40,834,Binns Bridge,53.36195745,-6.26042837,48,Finglas,0, 40 - 40D,,,
40,835,St. Brigid's Road,53.36259998,-6.263196974,49,Finglas,0, 40 - 40D,,,
40,836,Wigan Road,53.36332852,-6.266322789,50,Finglas,0, 40 - 40D,,,
40,837,David Road,53.36376986,-6.268243236,51,Finglas,0, 40 - 40D,,,
40,1506,Prospect Avenue,53.36676884,-6.272374273,52,Finglas,0,40 - 140 - 40D ,,,
40,1507,St. Vincent's School,53.3683903,-6.274487673,53,Finglas,0,40 - 140 - 40D ,,,
40,1508,Claremont Court,53.3699017,-6.278318894,54,Finglas,0,40 - 140 - 40D ,,,
40,1509,Slaney Road,53.37292562,-6.28420864,55,Finglas,0,40 - 140 - 40D ,,,
40,1510,Ballyboggan Road,53.37690671,-6.287295215,56,Finglas,0,40 - 140 - 40D ,,,
40,1511,Old Finglas Road,53.37823452,-6.287752985,57,Finglas,0,40 - 140 - 40D ,,,
40,1592,Finglas Road,53.3797207,-6.289226582,58,Finglas,0, 40 - 220,,,
40,1593,Tolka Valley Park,53.37891456,-6.294444727,59,Finglas,0, 40 - 220,,,
40,1594,Gortbeigh Avenue,53.37945664,-6.297158805,60,Finglas,0, 40 - 220,,,
40,1595,Gortmore Avenue,53.38073929,-6.297603676,61,Finglas,0,40,,,
40,1596,Farnham Drive,53.38304088,-6.300804033,62,Finglas,0, 40 - 220,,,
40,4363,Dunsink Green,53.38170389,-6.303487935,63,Finglas,0, 40 - 220,,,
40,1598,Bearnamore,53.38018849,-6.305637604,64,Finglas,0, 40 - 220,,,
40,1597,Valeview Gardens,53.380455,-6.309219643,65,Finglas,0, 40 - 220,,,
40,1599,Church of Annunciation,53.38082852,-6.310843332,66,Finglas,0, 40 - 220,,,
40,1573,Deanstown Ave,53.38402395,-6.312445638,67,Finglas,0, 40 - 220,,,
40,1574,Scout's Den,53.38559357,-6.312849597,68,Finglas,0, 40 - 220,,,
40,1575,Colaiste Ide,53.38705822,-6.312821742,69,Finglas,0, 40 - 220,,,
40,4583,Cappagh Road,53.38852888,-6.312583161,70,Finglas,0, 40 - 220,,,
40,1518,Mellowes Avenue,53.39059933,-6.311538989,71,Finglas,0, 40 - 40B,,,
40,1519,Casement Park,53.39246092,-6.311615658,72,Finglas,0, 40 - 40B,,,
40,1520,Barry Park,53.39391999,-6.311828558,73,Finglas,0, 40 - 40B,,,
40,1521,Plunkett Grove,53.39722109,-6.310735465,74,Finglas,0, 40 - 40B,,,
40,4546,Finglas Road,53.39844361,-6.307574123,75,Finglas,0, 40 - 40B,,,
40,1559,Plunkett Road,53.39734091,-6.306505086,76,Finglas,0, 40 - 40B,,,
40,1560,Finglas Village,53.39700733,-6.304533352,77,Finglas,0,40 - 40B - 140 ,,,
40,2957,St. Margaret's Rd,53.39625088,-6.302533368,78,Finglas,0,40,,,
40,2958,Mellowes Park,53.39439571,-6.301013302,79,Finglas,0,40,,,
40,4938,Finglas Village,53.39086133,-6.29834243,80,Finglas,0,40,,,
40,7474,Finglas Village,53.38941808,-6.298610494,81,Finglas,0,40,,,
40,4592,Finglas Village,53.38968586,-6.298479533,1,Liffey Valley,1,40 - 40B - 220 ,,,
40,4937,Seamus Ennis Rd,53.39267163,-6.300495567,2,Liffey Valley,1,40,,,
40,1547,Mellowes Park,53.39524095,-6.301671338,3,Liffey Valley,1,40,,,
40,1548,Finglas Village,53.39610095,-6.302734822,4,Liffey Valley,1,40,,,
40,1549,Finglas Road,53.39742346,-6.30662211,5,Liffey Valley,1,40 - 40B ,,,
40,1523,Plunkett Gardens,53.39786965,-6.309566884,6,Liffey Valley,1,40 - 40B ,,,
40,1524,Barry Aveune,53.39554707,-6.310576214,7,Liffey Valley,1,40 - 40B ,,,
40,1525,Casement Drive,53.39406908,-6.311567033,8,Liffey Valley,1,40 - 40B ,,,
40,1526,Kildonan Park,53.39229753,-6.311501837,9,Liffey Valley,1,40 - 40B ,,,
40,6080,Mellowes Road,53.39046246,-6.311394053,10,Liffey Valley,1,40 - 40B ,,,
40,1585,Church of Annunciation,53.38872353,-6.312364975,11,Liffey Valley,1,40 - 220 ,,,
40,1586,Colaiste Ide,53.38647093,-6.312604424,12,Liffey Valley,1,40 - 220 ,,,
40,1587,Wellmount Road,53.38339308,-6.311688878,13,Liffey Valley,1,40 - 220 ,,,
40,4539,Glenties Park,53.38144792,-6.310788748,14,Liffey Valley,1,40 - 220 ,,,
40,1606,Valeview Drive,53.38037047,-6.306427066,15,Liffey Valley,1,40 - 220 ,,,
40,1607,Dunsink Drive,53.38216117,-6.303409624,16,Liffey Valley,1,40 - 220 ,,,
40,1608,Community Centre,53.38304964,-6.299525894,17,Liffey Valley,1,40 - 220 ,,,
40,1609,Tolka Valley Park,53.38038402,-6.297272116,18,Liffey Valley,1,40 - 220 ,,,
40,1610,St. Helena's Road,53.37876236,-6.296374818,19,Liffey Valley,1,40 - 220 ,,,
40,7471,Cloonlara,53.37922975,-6.29322961,20,Liffey Valley,1,40 - 220 ,,,
40,1533,Violet Hill Road,53.37896767,-6.287483065,21,Liffey Valley,1,40 - 140 - 40B - 40D ,,,
40,1534,Ballyboggan Road,53.37533284,-6.285975603,22,Liffey Valley,1,40 - 140 - 40B - 40D ,,,
40,1535,Slaney Road,53.37230574,-6.282354924,23,Liffey Valley,1,40 - 140 - 40B - 40D ,,,
40,1536,Claremont Court,53.36961683,-6.277263386,24,Liffey Valley,1,40 - 140 - 40B - 40D ,,,
40,1537,St. Vincent's School,53.368057,-6.273193743,25,Liffey Valley,1,40 - 140 - 40B - 40D ,,,
40,186,Prospect Avenue,53.36534614,-6.271575323,26,Liffey Valley,1,9 - 4 - 40 - 83 - 83A - 140 - 40B - 40D ,,,
40,838,Prospect Road,53.36431041,-6.270189755,27,Liffey Valley,1,40 - 40B - 40D ,,,
40,839,Wigan Road,53.36373572,-6.26774876,28,Liffey Valley,1,40 - 40B - 40D ,,,
40,840,Claude Road,53.36318923,-6.265396839,29,Liffey Valley,1,40 - 40B - 40D ,,,
40,841,Drumcondra Road,53.36211278,-6.260602348,30,Liffey Valley,1,40 - 40B - 40D ,,,
40,49,North Circular Road,53.35995954,-6.260870353,31,Liffey Valley,1,41C - 13 - 41 - 44 - 11 - 16 - 1 - 40 - 41A - 41B - 33 - 40B - 40D ,,,
40,51,Temple Street,53.35781939,-6.263271207,32,Liffey Valley,1,41C - 13 - 41 - 44 - 11 - 16 - 1 - 40 - 41A - 41B - 33 - 122 - 40B - 40D ,,,
40,52,St. Joseph's Parade,53.35664238,-6.264535983,33,Liffey Valley,1,41C - 13 - 41 - 44 - 11 - 16 - 1 - 40 - 41A - 41B - 33 - 122 - 40B - 40D ,,,
40,261,Garden of Remembrance,53.35404708,-6.262838713,34,Liffey Valley,1,14928,,,
40,270,Cathedral Street,53.35061463,-6.26043967,35,Liffey Valley,1,13 - 16 - 40 ,,,
40,335,Ashfield House,53.34636184,-6.257879193,36,Liffey Valley,1,13 - 9 - 123 - 40 - 122 ,,,
40,4521,Opposite Trinity College,53.34430149,-6.260201072,37,Liffey Valley,1,13 - 747 - 40 - 65B - 65 - 49 ,,,
40,1935,Carnegie Centre,53.34393435,-6.268326352,38,Liffey Valley,1,13 - 747 - 123 - 40 ,,,
40,1937,Winetavern Street,53.34308728,-6.273136664,39,Liffey Valley,1,13 - 123 - 40 ,,,
40,1938,St. Audeon's Church,53.34297789,-6.276760608,40,Liffey Valley,1,13 - 123 - 40 ,,,
40,1939,Watling St,53.34299805,-6.280649656,41,Liffey Valley,1,13 - 123 - 40 ,,,
40,1940,Watling Street,53.34353838,-6.285719338,42,Liffey Valley,1,13 - 123 - 40 ,,,
40,1941,Steeven's Lane,53.34334519,-6.28916641,43,Liffey Valley,1,13 - 123 - 40 ,,,
40,1942,Accident&Emergency,53.34225477,-6.294616719,44,Liffey Valley,1,13 - 40 ,,,
40,1943,Kearns Place,53.34137305,-6.298331356,45,Liffey Valley,1,13 - 40 ,,,
40,1944,Prospect Terrace,53.34067511,-6.303600396,46,Liffey Valley,1,13 - 40 ,,,
40,1945,South Circular Road,53.34055436,-6.309657382,47,Liffey Valley,1,13 - 40 ,,,
40,1946,Bulfin Road,53.34011859,-6.316342468,48,Liffey Valley,1,13 - 40 - 68 ,,,
40,1947,South Circular Road,53.33981764,-6.317946186,49,Liffey Valley,1,13 - 40 - 68 ,,,
40,2642,Inchicore Road,53.34118192,-6.319724687,50,Liffey Valley,1,40 - 69 ,,,
40,2643,Woodfield Place,53.34152307,-6.320972798,51,Liffey Valley,1,40 - 79 ,,,
